Field ID,Description,Category,Type
27407,Mean thickness of G+S-transv-frontopol (left hemisphere),Freesurfer a2009s,
27629,Mean thickness of G+S-transv-frontopol (right hemisphere),Freesurfer a2009s,
27419,Mean thickness of G-Ins-lg+S-cent-ins (left hemisphere),Freesurfer a2009s,
27641,Mean thickness of G-Ins-lg+S-cent-ins (right hemisphere),Freesurfer a2009s,
27411,Mean thickness of G-cingul-Post-dorsal (left hemisphere),Freesurfer a2009s,
27633,Mean thickness of G-cingul-Post-dorsal (right hemisphere),Freesurfer a2009s,
27412,Mean thickness of G-cingul-Post-ventral (left hemisphere),Freesurfer a2009s,
27634,Mean thickness of G-cingul-Post-ventral (right hemisphere),Freesurfer a2009s,
27413,Mean thickness of G-cuneus (left hemisphere),Freesurfer a2009s,
27635,Mean thickness of G-cuneus (right hemisphere),Freesurfer a2009s,
27414,Mean thickness of G-front-inf-Opercular (left hemisphere),Freesurfer a2009s,
27636,Mean thickness of G-front-inf-Opercular (right hemisphere),Freesurfer a2009s,
27415,Mean thickness of G-front-inf-Orbital (left hemisphere),Freesurfer a2009s,
27637,Mean thickness of G-front-inf-Orbital (right hemisphere),Freesurfer a2009s,
27416,Mean thickness of G-front-inf-Triangul (left hemisphere),Freesurfer a2009s,
27638,Mean thickness of G-front-inf-Triangul (right hemisphere),Freesurfer a2009s,
27417,Mean thickness of G-front-middle (left hemisphere),Freesurfer a2009s,
27639,Mean thickness of G-front-middle (right hemisphere),Freesurfer a2009s,
27418,Mean thickness of G-front-sup (left hemisphere),Freesurfer a2009s,
27640,Mean thickness of G-front-sup (right hemisphere),Freesurfer a2009s,
27420,Mean thickness of G-insular-short (left hemisphere),Freesurfer a2009s,
27642,Mean thickness of G-insular-short (right hemisphere),Freesurfer a2009s,
27423,Mean thickness of G-oc-temp-lat-fusifor (left hemisphere),Freesurfer a2009s,
27645,Mean thickness of G-oc-temp-lat-fusifor (right hemisphere),Freesurfer a2009s,
27424,Mean thickness of G-oc-temp-med-Lingual (left hemisphere),Freesurfer a2009s,
27646,Mean thickness of G-oc-temp-med-Lingual (right hemisphere),Freesurfer a2009s,
27425,Mean thickness of G-oc-temp-med-Parahip (left hemisphere),Freesurfer a2009s,
27647,Mean thickness of G-oc-temp-med-Parahip (right hemisphere),Freesurfer a2009s,
27421,Mean thickness of G-occipital-middle (left hemisphere),Freesurfer a2009s,
27643,Mean thickness of G-occipital-middle (right hemisphere),Freesurfer a2009s,
27422,Mean thickness of G-occipital-sup (left hemisphere),Freesurfer a2009s,
27644,Mean thickness of G-occipital-sup (right hemisphere),Freesurfer a2009s,
27426,Mean thickness of G-orbital (left hemisphere),Freesurfer a2009s,
27648,Mean thickness of G-orbital (right hemisphere),Freesurfer a2009s,
27427,Mean thickness of G-pariet-inf-Angular (left hemisphere),Freesurfer a2009s,
27649,Mean thickness of G-pariet-inf-Angular (right hemisphere),Freesurfer a2009s,
27428,Mean thickness of G-pariet-inf-Supramar (left hemisphere),Freesurfer a2009s,
27650,Mean thickness of G-pariet-inf-Supramar (right hemisphere),Freesurfer a2009s,
27429,Mean thickness of G-parietal-sup (left hemisphere),Freesurfer a2009s,
27651,Mean thickness of G-parietal-sup (right hemisphere),Freesurfer a2009s,
27430,Mean thickness of G-postcentral (left hemisphere),Freesurfer a2009s,
27652,Mean thickness of G-postcentral (right hemisphere),Freesurfer a2009s,
27431,Mean thickness of G-precentral (left hemisphere),Freesurfer a2009s,
27653,Mean thickness of G-precentral (right hemisphere),Freesurfer a2009s,
27432,Mean thickness of G-precuneus (left hemisphere),Freesurfer a2009s,
27654,Mean thickness of G-precuneus (right hemisphere),Freesurfer a2009s,
27433,Mean thickness of G-rectus (left hemisphere),Freesurfer a2009s,
27655,Mean thickness of G-rectus (right hemisphere),Freesurfer a2009s,
27434,Mean thickness of G-subcallosal (left hemisphere),Freesurfer a2009s,
27656,Mean thickness of G-subcallosal (right hemisphere),Freesurfer a2009s,
27435,Mean thickness of G-temp-sup-G-T-transv (left hemisphere),Freesurfer a2009s,
27657,Mean thickness of G-temp-sup-G-T-transv (right hemisphere),Freesurfer a2009s,
27436,Mean thickness of G-temp-sup-Lateral (left hemisphere),Freesurfer a2009s,
27658,Mean thickness of G-temp-sup-Lateral (right hemisphere),Freesurfer a2009s,
27437,Mean thickness of G-temp-sup-Plan-polar (left hemisphere),Freesurfer a2009s,
27659,Mean thickness of G-temp-sup-Plan-polar (right hemisphere),Freesurfer a2009s,
27438,Mean thickness of G-temp-sup-Plan-tempo (left hemisphere),Freesurfer a2009s,
27660,Mean thickness of G-temp-sup-Plan-tempo (right hemisphere),Freesurfer a2009s,
27439,Mean thickness of G-temporal-inf (left hemisphere),Freesurfer a2009s,
27661,Mean thickness of G-temporal-inf (right hemisphere),Freesurfer a2009s,
27440,Mean thickness of G-temporal-middle (left hemisphere),Freesurfer a2009s,
27662,Mean thickness of G-temporal-middle (right hemisphere),Freesurfer a2009s,
26755,Mean thickness of GlobalMeanMean thickness (left hemisphere),Freesurfer desikan white,
26856,Mean thickness of GlobalMeanMean thickness (right hemisphere),Freesurfer desikan white,
27441,Mean thickness of Lat-Fis-ant-Horizont (left hemisphere),Freesurfer a2009s,
27663,Mean thickness of Lat-Fis-ant-Horizont (right hemisphere),Freesurfer a2009s,
27442,Mean thickness of Lat-Fis-ant-Vertical (left hemisphere),Freesurfer a2009s,
27664,Mean thickness of Lat-Fis-ant-Vertical (right hemisphere),Freesurfer a2009s,
27443,Mean thickness of Lat-Fis-post (left hemisphere),Freesurfer a2009s,
27665,Mean thickness of Lat-Fis-post (right hemisphere),Freesurfer a2009s,
27084,Mean thickness of MT (left hemisphere),Freesurfer BA exvivo,
27126,Mean thickness of MT (right hemisphere),Freesurfer BA exvivo,
27444,Mean thickness of Pole-occipital (left hemisphere),Freesurfer a2009s,
27666,Mean thickness of Pole-occipital (right hemisphere),Freesurfer a2009s,
27445,Mean thickness of Pole-temporal (left hemisphere),Freesurfer a2009s,
27667,Mean thickness of Pole-temporal (right hemisphere),Freesurfer a2009s,
27446,Mean thickness of S-calcarine (left hemisphere),Freesurfer a2009s,
27668,Mean thickness of S-calcarine (right hemisphere),Freesurfer a2009s,
27447,Mean thickness of S-central (left hemisphere),Freesurfer a2009s,
27669,Mean thickness of S-central (right hemisphere),Freesurfer a2009s,
27448,Mean thickness of S-cingul-Marginalis (left hemisphere),Freesurfer a2009s,
27670,Mean thickness of S-cingul-Marginalis (right hemisphere),Freesurfer a2009s,
27449,Mean thickness of S-circular-insula-ant (left hemisphere),Freesurfer a2009s,
27671,Mean thickness of S-circular-insula-ant (right hemisphere),Freesurfer a2009s,
27450,Mean thickness of S-circular-insula-inf (left hemisphere),Freesurfer a2009s,
27672,Mean thickness of S-circular-insula-inf (right hemisphere),Freesurfer a2009s,
27451,Mean thickness of S-circular-insula-sup (left hemisphere),Freesurfer a2009s,
27673,Mean thickness of S-circular-insula-sup (right hemisphere),Freesurfer a2009s,
27452,Mean thickness of S-collat-transv-ant (left hemisphere),Freesurfer a2009s,
27674,Mean thickness of S-collat-transv-ant (right hemisphere),Freesurfer a2009s,
27453,Mean thickness of S-collat-transv-post (left hemisphere),Freesurfer a2009s,
27675,Mean thickness of S-collat-transv-post (right hemisphere),Freesurfer a2009s,
27454,Mean thickness of S-front-inf (left hemisphere),Freesurfer a2009s,
27676,Mean thickness of S-front-inf (right hemisphere),Freesurfer a2009s,
27455,Mean thickness of S-front-middle (left hemisphere),Freesurfer a2009s,
27677,Mean thickness of S-front-middle (right hemisphere),Freesurfer a2009s,
27456,Mean thickness of S-front-sup (left hemisphere),Freesurfer a2009s,
27678,Mean thickness of S-front-sup (right hemisphere),Freesurfer a2009s,
27457,Mean thickness of S-interm-prim-Jensen (left hemisphere),Freesurfer a2009s,
27679,Mean thickness of S-interm-prim-Jensen (right hemisphere),Freesurfer a2009s,
27458,Mean thickness of S-intrapariet+P-trans (left hemisphere),Freesurfer a2009s,
27680,Mean thickness of S-intrapariet+P-trans (right hemisphere),Freesurfer a2009s,
27459,Mean thickness of S-oc-middle+Lunatus (left hemisphere),Freesurfer a2009s,
27681,Mean thickness of S-oc-middle+Lunatus (right hemisphere),Freesurfer a2009s,
27460,Mean thickness of S-oc-sup+transversal (left hemisphere),Freesurfer a2009s,
27682,Mean thickness of S-oc-sup+transversal (right hemisphere),Freesurfer a2009s,
27462,Mean thickness of S-oc-temp-lat (left hemisphere),Freesurfer a2009s,
27684,Mean thickness of S-oc-temp-lat (right hemisphere),Freesurfer a2009s,
27463,Mean thickness of S-oc-temp-med+Lingual (left hemisphere),Freesurfer a2009s,
27685,Mean thickness of S-oc-temp-med+Lingual (right hemisphere),Freesurfer a2009s,
27461,Mean thickness of S-occipital-ant (left hemisphere),Freesurfer a2009s,
27683,Mean thickness of S-occipital-ant (right hemisphere),Freesurfer a2009s,
27466,Mean thickness of S-orbital-H-Shaped (left hemisphere),Freesurfer a2009s,
27688,Mean thickness of S-orbital-H-Shaped (right hemisphere),Freesurfer a2009s,
27464,Mean thickness of S-orbital-lateral (left hemisphere),Freesurfer a2009s,
27686,Mean thickness of S-orbital-lateral (right hemisphere),Freesurfer a2009s,
27465,Mean thickness of S-orbital-med-olfact (left hemisphere),Freesurfer a2009s,
27687,Mean thickness of S-orbital-med-olfact (right hemisphere),Freesurfer a2009s,
27467,Mean thickness of S-parieto-occipital (left hemisphere),Freesurfer a2009s,
27689,Mean thickness of S-parieto-occipital (right hemisphere),Freesurfer a2009s,
27468,Mean thickness of S-pericallosal (left hemisphere),Freesurfer a2009s,
27690,Mean thickness of S-pericallosal (right hemisphere),Freesurfer a2009s,
27469,Mean thickness of S-postcentral (left hemisphere),Freesurfer a2009s,
27691,Mean thickness of S-postcentral (right hemisphere),Freesurfer a2009s,
27470,Mean thickness of S-precentral-inf-part (left hemisphere),Freesurfer a2009s,
27692,Mean thickness of S-precentral-inf-part (right hemisphere),Freesurfer a2009s,
27471,Mean thickness of S-precentral-sup-part (left hemisphere),Freesurfer a2009s,
27693,Mean thickness of S-precentral-sup-part (right hemisphere),Freesurfer a2009s,
27472,Mean thickness of S-suborbital (left hemisphere),Freesurfer a2009s,
27694,Mean thickness of S-suborbital (right hemisphere),Freesurfer a2009s,
27473,Mean thickness of S-subparietal (left hemisphere),Freesurfer a2009s,
27695,Mean thickness of S-subparietal (right hemisphere),Freesurfer a2009s,
27474,Mean thickness of S-temporal-inf (left hemisphere),Freesurfer a2009s,
27696,Mean thickness of S-temporal-inf (right hemisphere),Freesurfer a2009s,
27475,Mean thickness of S-temporal-sup (left hemisphere),Freesurfer a2009s,
27697,Mean thickness of S-temporal-sup (right hemisphere),Freesurfer a2009s,
27476,Mean thickness of S-temporal-transverse (left hemisphere),Freesurfer a2009s,
27698,Mean thickness of S-temporal-transverse (right hemisphere),Freesurfer a2009s,
27082,Mean thickness of V1 (left hemisphere),Freesurfer BA exvivo,
27124,Mean thickness of V1 (right hemisphere),Freesurfer BA exvivo,
27083,Mean thickness of V2 (left hemisphere),Freesurfer BA exvivo,
27125,Mean thickness of V2 (right hemisphere),Freesurfer BA exvivo,
26756,Mean thickness of bankssts (left hemisphere),Freesurfer desikan white,
26857,Mean thickness of bankssts (right hemisphere),Freesurfer desikan white,
26757,Mean thickness of caudalanteriorcingulate (left hemisphere),Freesurfer desikan white,
27174,Mean thickness of caudalanteriorcingulate (left hemisphere),Freesurfer DKT,
26858,Mean thickness of caudalanteriorcingulate (right hemisphere),Freesurfer desikan white,
27267,Mean thickness of caudalanteriorcingulate (right hemisphere),Freesurfer DKT,
26758,Mean thickness of caudalmiddlefrontal (left hemisphere),Freesurfer desikan white,
27175,Mean thickness of caudalmiddlefrontal (left hemisphere),Freesurfer DKT,
26859,Mean thickness of caudalmiddlefrontal (right hemisphere),Freesurfer desikan white,
27268,Mean thickness of caudalmiddlefrontal (right hemisphere),Freesurfer DKT,
26759,Mean thickness of cuneus (left hemisphere),Freesurfer desikan white,
27176,Mean thickness of cuneus (left hemisphere),Freesurfer DKT,
26860,Mean thickness of cuneus (right hemisphere),Freesurfer desikan white,
27269,Mean thickness of cuneus (right hemisphere),Freesurfer DKT,
26760,Mean thickness of entorhinal (left hemisphere),Freesurfer desikan white,
27086,Mean thickness of entorhinal (left hemisphere),Freesurfer BA exvivo,
27177,Mean thickness of entorhinal (left hemisphere),Freesurfer DKT,
26861,Mean thickness of entorhinal (right hemisphere),Freesurfer desikan white,
27128,Mean thickness of entorhinal (right hemisphere),Freesurfer BA exvivo,
27270,Mean thickness of entorhinal (right hemisphere),Freesurfer DKT,
26786,Mean thickness of frontalpole (left hemisphere),Freesurfer desikan white,
26887,Mean thickness of frontalpole (right hemisphere),Freesurfer desikan white,
26761,Mean thickness of fusiform (left hemisphere),Freesurfer desikan white,
27178,Mean thickness of fusiform (left hemisphere),Freesurfer DKT,
26862,Mean thickness of fusiform (right hemisphere),Freesurfer desikan white,
27271,Mean thickness of fusiform (right hemisphere),Freesurfer DKT,
26762,Mean thickness of inferiorparietal (left hemisphere),Freesurfer desikan white,
27179,Mean thickness of inferiorparietal (left hemisphere),Freesurfer DKT,
26863,Mean thickness of inferiorparietal (right hemisphere),Freesurfer desikan white,
27272,Mean thickness of inferiorparietal (right hemisphere),Freesurfer DKT,
26763,Mean thickness of inferiortemporal (left hemisphere),Freesurfer desikan white,
27180,Mean thickness of inferiortemporal (left hemisphere),Freesurfer DKT,
26864,Mean thickness of inferiortemporal (right hemisphere),Freesurfer desikan white,
27273,Mean thickness of inferiortemporal (right hemisphere),Freesurfer DKT,
26788,Mean thickness of insula (left hemisphere),Freesurfer desikan white,
27204,Mean thickness of insula (left hemisphere),Freesurfer DKT,
26889,Mean thickness of insula (right hemisphere),Freesurfer desikan white,
27297,Mean thickness of insula (right hemisphere),Freesurfer DKT,
26764,Mean thickness of isthmuscingulate (left hemisphere),Freesurfer desikan white,
27181,Mean thickness of isthmuscingulate (left hemisphere),Freesurfer DKT,
26865,Mean thickness of isthmuscingulate (right hemisphere),Freesurfer desikan white,
27274,Mean thickness of isthmuscingulate (right hemisphere),Freesurfer DKT,
26765,Mean thickness of lateraloccipital (left hemisphere),Freesurfer desikan white,
27182,Mean thickness of lateraloccipital (left hemisphere),Freesurfer DKT,
26866,Mean thickness of lateraloccipital (right hemisphere),Freesurfer desikan white,
27275,Mean thickness of lateraloccipital (right hemisphere),Freesurfer DKT,
26766,Mean thickness of lateralorbitofrontal (left hemisphere),Freesurfer desikan white,
27183,Mean thickness of lateralorbitofrontal (left hemisphere),Freesurfer DKT,
26867,Mean thickness of lateralorbitofrontal (right hemisphere),Freesurfer desikan white,
27276,Mean thickness of lateralorbitofrontal (right hemisphere),Freesurfer DKT,
26767,Mean thickness of lingual (left hemisphere),Freesurfer desikan white,
27184,Mean thickness of lingual (left hemisphere),Freesurfer DKT,
26868,Mean thickness of lingual (right hemisphere),Freesurfer desikan white,
27277,Mean thickness of lingual (right hemisphere),Freesurfer DKT,
26768,Mean thickness of medialorbitofrontal (left hemisphere),Freesurfer desikan white,
27185,Mean thickness of medialorbitofrontal (left hemisphere),Freesurfer DKT,
26869,Mean thickness of medialorbitofrontal (right hemisphere),Freesurfer desikan white,
27278,Mean thickness of medialorbitofrontal (right hemisphere),Freesurfer DKT,
